"Id","Nombre científico","Reino","Phylum","Clase","Orden","Familia","Genero","Especie","Infraespecífico","Autor"
"2982","Caradrina morpheus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina","morpheus","---",""
"519","Carassius auratus ---","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","auratus","---",""
"175","Carcharodus alceae ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carcharodus","alceae","---",""
"568","Carcharodus baeticus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carcharodus","baeticus","---",""
"1748","Carcharodus floccifera ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carcharodus","floccifera","---",""
"2474","Carcharodus lavatherae ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carcharodus","lavatherae","---",""
"1744","Cardamine flexuosa ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","flexuosa","---",""
"2107","Cardamine hirsuta ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","hirsuta","---",""
"2263","Cardamine impatiens subsp.  impatiens","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","impatiens","subsp.  impatiens",""
"3693","Cardamine pratensis subsp.  pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","pratensis","subsp.  pratensis",""
"1435","Cardaria draba subsp.  draba","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardaria","draba","subsp.  draba",""
"641","Cardiophorus biguttatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Cardiophorus","biguttatus","---",""
"921","Cardiophorus castillanus ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Cardiophorus","castillanus","---",""
"4393","Cardiophorus signatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Cardiophorus","signatus","---",""
"840","Carduelis cannabina ---","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","cannabina","---",""
"884","Carduelis carduelis ---","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","carduelis","---",""
"972","Carduelis chloris ---","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","chloris","---",""
"4481","Carduelis spinus ---","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","spinus","---",""
"2898","Carduncellus mitissimus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduncellus","mitissimus","---",""
"2936","Carduncellus monspelliensium ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduncellus","monspelliensium","---",""
"474","Carduus assoi ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","assoi","---",""
"899","Carduus carpetanus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","carpetanus","---",""
"3200","Carduus nutans subsp.  nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","nutans","subsp.  nutans",""
"3852","Carduus pycnocephalus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","pycnocephalus","---",""
"4747","Carduus tenuiflorus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","tenuiflorus","---",""
"44","Carex acuta ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","acuta","---",""
"475","Carex asturica ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","asturica","---",""
"649","Carex binervis ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","binervis","---",""
"701","Carex brevicollis ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","brevicollis","---",""
"828","Carex canescens ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","canescens","---",""
"858","Carex capillaris ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","capillaris","---",""
"906","Carex caryophyllea ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","caryophyllea","---",""
"1263","Carex cuprina ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","cuprina","---",""
"1333","Carex demissa ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","demissa","---",""
"1402","Carex distachya ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","distachya","---",""
"1404","Carex distans ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","distans","---",""
"1416","Carex divisa ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","divisa","---",""
"1419","Carex divulsa ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","divulsa","---",""
"1417","Carex divulsa subsp.  divulsa","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","divulsa","subsp.  divulsa",""
"1418","Carex divulsa subsp.  leersii","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","divulsa","subsp.  leersii",""
"1469","Carex echinata ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","echinata","---",""
"1481","Carex elata subsp.  elata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","elata","subsp.  elata",""
"1712","Carex flacca subsp.  flacca","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","flacca","subsp.  flacca",""
"1713","Carex flacca subsp.  serrulata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","flacca","subsp.  serrulata",""
"2046","Carex hallerana ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","hallerana","---",""
"2119","Carex hirta ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","hirta","---",""
"2169","Carex hordeistichos ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","hordeistichos","---",""
"2187","Carex humilis ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","humilis","---",""
"2404","Carex laevigata ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","laevigata","---",""
"2486","Carex lepidocarpa ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","lepidocarpa","---",""
"2491","Carex leporina ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","leporina","---",""
"5280","Carex liparocarpos subsp. liparocarpos","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","liparocarpos","subsp. liparocarpos","Gaudin"
"2694","Carex mairii ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","mairii","---",""
"3016","Carex muricata subsp.  lamprocarpa","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","muricata","subsp.  lamprocarpa",""
"3123","Carex nigra ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","nigra","---",""
"3346","Carex ornithopoda ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","ornithopoda","---",""
"3356","Carex ovalis ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","ovalis","---",""
"3374","Carex pallescens ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","pallescens","---",""
"3413","Carex panicea ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","panicea","---",""
"3416","Carex paniculata subsp.  lusitanica","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","paniculata","subsp.  lusitanica",""
"3489","Carex pendula ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","pendula","---",""
"3572","Carex pilulifera ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","pilulifera","---",""
"3742","Carex pseudocyperus ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","pseudocyperus","---",""
"3777","Carex pulicaris ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","pulicaris","---",""
"3982","Carex remota ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","remota","---",""
"4034","Carex riparia ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","riparia","---",""
"4069","Carex rostrata ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","rostrata","---",""
"4459","Carex spicata ---","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","spicata","---",""
"4679","Carex sylvatica subsp.  sylvatica","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","sylvatica","subsp.  sylvatica",""
"18","Carlina acanthifolia ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","acanthifolia","---",""
"17","Carlina acanthifolia subsp.  cynara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","acanthifolia","subsp.  cynara",""
"22","Carlina acaulis ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","acaulis","---",""
"1177","Carlina corymbosa subsp.  corymbosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","corymbosa","subsp.  corymbosa",""
"5182","Carlina vulgaris subsp.  vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","vulgaris","subsp.  vulgaris",""
"2070","Carpophilus hemipterus ---","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Carpophilus","hemipterus","---",""
"3916","Carpophilus quadrisignatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Carpophilus","quadrisignatus","---",""
"4387","Carpophilus sexpustulatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Carpophilus","sexpustulatus","---",""
"1466","Cartallum ebulinum ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Cartallum","ebulinum","---",""
"2427","Carthamus lanatus subsp.  lanatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carthamus","lanatus","subsp.  lanatus",""
"3178","Cartodere nodifer ---","Animalia","Arthropoda","Insecta","Coleoptera","Latridiidae","Cartodere","nodifer","---",""
"5061","Carum verticillatum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Carum","verticillatum","---",""
"1320","Cassida deflorata ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cassida","deflorata","---",""
"2302","Cassida inquinata ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cassida","inquinata","---",""
"4095","Cassida rubiginosa ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cassida","rubiginosa","---",""
"2760","Cassolaia maura ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cassolaia","maura","---",""
"4235","Castanea sativa ---","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Castanea","sativa","---",""
"357","Catabrosa aquatica ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Catabrosa","aquatica","---",""
"758","Catananche caerulea ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Catananche","caerulea","---",""
"1241","Catarhoe cuculata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Catarhoe","cuculata","---",""
"4092","Catarhoe rubidata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Catarhoe","rubidata","---",""
"177","Catephia alchymista ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catephia","alchymista","---",""
"1124","Catocala conjuncta ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","conjuncta","---",""
"1136","Catocala conversa ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","conversa","---",""
"1504","Catocala elocata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","elocata","---",""
"1811","Catocala fraxini ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","fraxini","---",""
"3199","Catocala nupta ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","nupta","---",""
"3206","Catocala nymphagoga ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","nymphagoga","---",""
"3324","Catocala optata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","optata","---",""
"3721","Catocala promissa ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Catocala","promissa","---",""
"3578","Catophria pinella ---","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Catophria","pinella","---",""
"5038","Catops ventricosus rotundatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Leiodidae","Catops","ventricosus rotundatus","---",""
"1640","Catoptria falsella ---","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Catoptria","falsella","---",""
"3615","Caucalis platycarpos ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Caucalis","platycarpos","---",""
"1304","Cecropis daurica ---","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","daurica","---",""
"393","Celastrina argiolus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","argiolus","---",""
"4173","Celypha rurestrana ---","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Celypha","rurestrana","---",""
"128","Centaurea alba ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","alba","---",""
"463","Centaurea aspera ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","aspera","---",""
"460","Centaurea aspera subsp.  aspera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","aspera","subsp.  aspera",""
"462","Centaurea aspera subsp.  stenophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","aspera","subsp.  stenophylla",""
"792","Centaurea calcitrapa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","calcitrapa","---",""
"1284","Centaurea cyanus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","cyanus","---",""
"1306","Centaurea debeauxii subsp.  nemoralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","debeauxii","subsp.  nemoralis",""
"2350","Centaurea jacea ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","jacea","---",""
"2420","Centaurea lagascana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","lagascana","---",""
"2543","Centaurea linifolia ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","linifolia","---",""
"2804","Centaurea melitensis ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","melitensis","---",""
"2948","Centaurea montana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","montana","---",""
"3117","Centaurea nigra subsp.  carpetana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","nigra","subsp.  carpetana",""
"3342","Centaurea ornata ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","ornata","---",""
"3344","Centaurea ornata x C. scabiosa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","ornata x C. scabiosa","---",""
"3419","Centaurea paniculata ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","paniculata","---",""
"3415","Centaurea paniculata subsp.  castellana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","paniculata","subsp.  castellana",""
"4256","Centaurea scabiosa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","scabiosa","---",""
"4891","Centaurea triumfetti subsp.  lingulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","triumfetti","subsp.  lingulata",""
"5113","Centaurea vinyalsii ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","vinyalsii","---",""
"5242","Centaurea x zubiae ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","x zubiae","---",""
"1553","Centaurium erythraea subsp.  erythraea","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","erythraea","subsp.  erythraea",""
"1554","Centaurium erythraea subsp.  grandiflorum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","erythraea","subsp.  grandiflorum",""
"1555","Centaurium erythraea subsp.  majus","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","erythraea","subsp.  majus",""
"3766","Centaurium pulchellum ---","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","pulchellum","---",""
"4746","Centaurium tenuiflorum ---","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","tenuiflorum","---",""
"793","Centranthus calcitrapae subsp.  calcitrapae","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus","calcitrapae","subsp.  calcitrapae",""
"2476","Centranthus lecoqii ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus","lecoqii","---",""
"4087","Centranthus ruber subsp.  ruber","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus","ruber","subsp.  ruber",""
"1294","Cephalanthera damasonium ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cephalanthera","damasonium","---",""
"2580","Cephalanthera longifolia ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cephalanthera","longifolia","---",""
"4105","Cephalanthera rubra ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cephalanthera","rubra","---",""
"2498","Cephalaria leucantha ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Cephalaria","leucantha","---",""
"2761","Cephalota maura ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cephalota","maura","---",""
"242","Cephalozia ambigua ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Cephalozia","ambigua","---",""
"624","Cephalozia bicuspidata ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Cephalozia","bicuspidata","---",""
"3621","Cephalozia pleniceps ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziaceae","Cephalozia","pleniceps","---",""
"600","Cephaloziella baumgartneri ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziellaceae","Cephaloziella","baumgartneri","---",""
"1413","Cephaloziella divaricata ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziellaceae","Cephaloziella","divaricata","---",""
"2051","Cephaloziella hampeana ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziellaceae","Cephaloziella","hampeana","---",""
"4564","Cephaloziella stellulifera ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Cephaloziellaceae","Cephaloziella","stellulifera","---",""
"943","Cerambyx cerdo mirbecki ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Cerambyx","cerdo mirbecki","---",""
"4300","Cerambyx scopolii ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Cerambyx","scopolii","---",""
"4107","Cerastis rubricosa ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cerastis","rubricosa","---",""
"426","Cerastium arvense ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","arvense","---",""
"695","Cerastium brachypetalum subsp.  brachypetalum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","brachypetalum","subsp.  brachypetalum",""
"696","Cerastium brachypetalum var. brachypetalum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","brachypetalum","var. brachypetalum",""
"1374","Cerastium diffusum subsp.  diffusum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","diffusum","subsp.  diffusum",""
"1778","Cerastium fontanum subsp.  vulgare","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","fontanum","subsp.  vulgare",""
"1962","Cerastium glomeratum ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","glomeratum","---",""
"1980","Cerastium gracile ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","gracile","---",""
"3792","Cerastium pumilum ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","pumilum","---",""
"3949","Cerastium ramosissimum ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","ramosissimum","---",""
"4332","Cerastium semidecandrum ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","semidecandrum","---",""
"1037","Ceratocapnos claviculata ---","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Ceratocapnos","claviculata","---",""
"1635","Ceratocephala falcata ---","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ceratocephala","falcata","---",""
"3831","Ceratodon purpureus ---","Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ceratodon","purpureus","---",""
"4737","Ceriagrion tenellum ---","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ceriagrion","tenellum","---",""
"4271","Cerocoma schaefferi ---","Animalia","Arthropoda","Insecta","Coleoptera","Meloidae","Cerocoma","schaefferi","---",""
"1467","Certallum ebulinum ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Certallum","ebulinum","---",""
"692","Certhia brachydactyla ---","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","brachydactyla","---",""
"1641","Certhia familiaris ---","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","familiaris","---",""
"2235","Cerura iberica ---","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Cerura","iberica","---",""
"1480","Cervus elaphus ---","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","elaphus","---",""
"1674","Cerylon ferrugineum ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerylonidae","Cerylon","ferrugineum","---",""
"2161","Cerylon histeroides ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerylonidae","Cerylon","histeroides","---",""
"3293","Ceterach officinarum subsp.  officinarum","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Ceterach","officinarum","subsp.  officinarum",""
"953","Cettia cetti ---","Animalia","Chordata","Aves","Passeriformes","Cettiidae","Cettia","cetti","---",""
"2878","Chaenorhinum minus subsp.  minus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","minus","subsp.  minus",""
"3339","Chaenorhinum origanifolium ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","origanifolium","---",""
"3337","Chaenorhinum origanifolium subsp.  crassifolium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","origanifolium","subsp.  crassifolium",""
"3338","Chaenorhinum origanifolium subsp.  origanifolium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","origanifolium","subsp.  origanifolium",""
"4108","Chaenorhinum rubrifolium ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","rubrifolium","---",""
"4161","Chaenorhinum rupestre ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","rupestre","---",""
"4322","Chaenorhinum segoviense ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","segoviense","---",""
"4321","Chaenorhinum segoviense subsp.  semiglabrum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","segoviense","subsp.  semiglabrum",""
"521","Chaerophyllum aureum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Chaerophyllum","aureum","---",""
"2113","Chaerophyllum hirsutum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Chaerophyllum","hirsutum","---",""
"4728","Chaerophyllum temulentum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Chaerophyllum","temulentum","---",""
"2174","Chaetocnema hortensis ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chaetocnema","hortensis","---",""
"4798","Chaetocnema tibialis ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chaetocnema","tibialis","---",""
"604","Chalcides bedriagai ---","Animalia","Chordata","Reptilia","Squamata","Scincidae","Chalcides","bedriagai","---","(Boscá, 1880)"
"4602","Chalcides striatus ---","Animalia","Chordata","Reptilia","Squamata","Scincidae","Chalcides","striatus","---",""
"3169","Chamaemelum nobile ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chamaemelum","nobile","---",""
"1330","Chamaespartium delphinense ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Chamaespartium","delphinense","---",""
"4365","Chamaesyce serpens ---","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Chamaesyce","serpens","---",""
"4620","Chamomilla suaveolens ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chamomilla","suaveolens","---",""
"181","Charadrius alexandrinus ---","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","alexandrinus","---",""
"1447","Charadrius dubius ---","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","dubius","---",""
"2093","Charadrius hiaticula ---","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","---",""
"2974","Charadrius morinellus ---","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","morinellus","---",""
"2125","Chasmatopterus hirtulus ---","Animalia","Arthropoda","Insecta","Coleoptera","Melolonthidae","Chasmatopterus","hirtulus","---",""
"2256","Chasmatopterus illigeri ---","Animalia","Arthropoda","Insecta","Coleoptera","Melolonthidae","Chasmatopterus","illigeri","---",""
"714","Chazara briseis ---","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chazara","briseis","---",""
"35","Cheilanthes acrostica ---","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Cheilanthes","acrostica","---",""
"2688","Cheilanthes maderensis ---","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Cheilanthes","maderensis","---",""
"2329","Cheirolophus intybaceus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cheirolophus","intybaceus","---",""
"2706","Chelidonium majus ---","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Chelidonium","majus","---",""
"409","Chelis arragonensis ---","Animalia","Arthropoda","Insecta","Lepidoptera","Arctiidae","Chelis","arragonensis","---",""
"2685","Chelis maculosa ---","Animalia","Arthropoda","Insecta","Lepidoptera","Arctiidae","Chelis","maculosa","---",""
"797","Chemerina caliginearia ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chemerina","caliginearia","---",""
