"Código","Nombre oficial","Definición oficial","m2 ocupados en la región mediterránea de España"
"5110","Formaciones estables xerotermófilas de Buxus sempervirens en pendientes rocosas (Berberidion p.p.)","Matorrales estables xerotermófilos, calcícolas y montañosos dominados por Buxus sempervirens. Estas formaciones corresponden a las denominados matorrales xerotermófilos de Buxus y los taxones acompañantes pertenecientes a la alianza Geranion sanguinei sobre sustratos calizos o silíceos. También forman parte de la definición los bordes de bosques sobre sustratos calcáreos ricos con Buxus. En la región Eurosiberiana, las formaciones más abiertas son ricas en especies submediterráneas.","641.056.700"
"5120","Formaciones montanas de Genista purgans","Formaciones dominadas por Cytisus purgans s. l. propias de los pisos superiores (montano superior, subalpino y oromediterráneo) de las montañas de Europa sur-occidental, instaladas sobre suelos poco profundos, a menudo asociados a matorrales de enebros rastreros (31.43) o brezales (31.7), con los que presentan ciertas semejanzas fisiognómicas. Pino-Cytision purgantis p., Genistion polygaliphyllae p","1.367.849.900"
"5130","Formaciones de Juniperus communis en brezales o pastizales calcáreos.","Formaciones con Juniperus communis desde llanuras hasta estadíos montanos. Corresponden principalmente a la sucesión fitodinámica de los siguientes tipos de vegetación: ? pastizales calcáreos pobres en nutrientes, mesófilos o xerófilos, pastoreados o en proceso de abandono del Festuco-Brometea y Elyno-Sesleretea. ? menos frecuentemente sobre matorrales de brecina o escobonales del Calluno vulgarisUlicetea minoris (31.2)","0"
"52","Matorrales arborescentes mediterráneos","",""
"5210","Matorrales arborescentes de Juniperus spp.","Matorrales perennes esclerófilos mediterráneos y submediterráneos con enebros y sabinas arborescentes. En caso de dominancia mixta de varias especies se puede indicar por una combinación de códigos. Subtipos: 32.131 - Matorral arborescente de Juniperus oxycedrus Matorral arborescente dominado por Juniperus oxycedrus s.l. 32.132 - Matorral arborescente de Juniperus phoenicea. Matorral arborescente dominado por Juniperus phoenicea s.l. 32.133 - Matorral arborescente de Juniperus excelsa y J. foetidissima Matorrales arborescentes de Grecia, Anatolia y Oriente Próximo, dominado por Juniperus excelsa o J. foetidissima. 32.134 - Matorral arborescente de Juniperus communis. Formaciones mediterráneas dominadas por Juniperus communis. 32.135 - Matorrales arborescentes Juniperus drupacea Formaciones derivadas de 42.A5 16, limitadas al Peloponeso y Asia Menor. 32.136 - Matorral arborescente de Juniperus thurifera. Formaciones derivadas de 42.A2 17.","5.032.779.300"
"5220","Matorrales arborescentes de Zyziphus (*)","Matorrales deciduos predesérticos de Periploca laevigata, Lycium intricatum, Asparagus stipularis, A. albus, Withania frutescens con arbustos altos de Ziziphus lotus, restringidos al Sureste ibérico árido, bajo el bioclima xerofítico termo-mediterráneo: corresponde a la fase madura o climax de la serie de vegetación climatófila y edafo-xero-psammófila (Periplocion angustifoliae: Ziziphetum loti, Zizipho-Maytenetum europaei, Mayteno-Periplocetum).","0"
"5230","Matorrales arborescentes de Laurus nobilis (*)","Matorrales ombrófilos arborescentes con laureles (Laurus nobilis) emergentes.","0"
"53","Matorrales termomediterráneos y preestépicos","",""
"5320","Formaciones bajas de euphorbia próximas a los acantilados","Formaciones bajas de Helichrysum (H. italicum ssp. microphyllum, H. italicum ssp. italicum) y lechetreznas (Euphorbia pithyusa) con Pistacia lentiscus, Camphorosma monspeliaca, Artemisia densiflora o Thymelaea passerina, T. hirsuta, T. tartonraira justo al lado de acantilados y formando la transición entre la vegetación de acantilados o matorrales almohadillados espinosos más cercanos al mar y el matorral termo-mediterráneo.","0"
"5330","Matorrales termomediterráneos y pre-estépicos","Formaciones de matorral características de la zona termo-mediterránea. Quedan incluidos los matorrales, mayoritariamente indiferentes a la naturaleza silícea o calcárea del sustrato, que alcanzan sus mayores representaciones o su óptimo desarrollo en la zona termomediterránea. También quedan incluidos los característicos matorrales termófilos endémicos que se desarrollan, principalmente en el piso termomediterráneo pero también en el mesomediterráneo, del sureste de la Península Ibérica. A pesar de su elevada diversidad local, pueden considerarse como una variante occidental de la friganas orientales, muy similares en su aspecto fisonómico, las cuales han sido incluidas en otro tipo de hábitat diferente (33) atendiendo a su singularidad estructural. Subtipos: 32.22 ¿ Formaciones de lechetreznas arbóreas Formaciones de Euphorbia dendroides, caracterizadas por ser relictos del terciario de origen Macaronésico, que aparecen como facies de matorrales termo-mediterráneos de C60:C138las costas del norte de Cataluña, sudeste de Francia, Península Itálica y sus islas, Grecia central, especialmente en las laderas orientadas al Golfo de Corinto, el Peloponeso, los archipiélagos del Egeo, y enclaves de la periferia mediterránea de Anatolia y el Levante. Particularmente se extiende en gran medida y dando lugar a formaciones muy robustas en Sicilia, Cerceña y Creta, donde pueden aparecer en enclaves de moderada altitud. También aparecen formaciones muy locales en el área Mediterránea del Norte de África ocupando laderas rocosas de algunos cabos es islotes (Ichkeul). 32.23 ¿ Garrigas dominadas por herbazales Garrigas dominadas e invadidas por herbazales altos de Ampelodesmos mauritanica; típicamente termomediterráneos, aunque también aparecen de forma extensiva en la zona meso-mediterránea. Son muy frecuentes en la costa tirrénica y centro y sur de Italia, en Sicilia, y en la zona Meditrránea y las partes menos áridas de la zona de transición Saharo-Mediterránea del Norte de África. 32.24 ¿ Fruticedas con palmito Formaciones dominadas por Chamaerops humilis; y otras fruticedas o garrigas termomediterráneas donde el palmito es fisionómicamente importante. Las mejores representaciones se encuentran en las regiones costeras de las zonas suroccidental, meridional y oriental de la Península Ibérica, Baleares, Sicilia y sus islas y más esporádicamente en la cuenca del Guadalquivir, Cerdeña y la costa e islas del Tirreno en la Península de Italia. 32.25 ¿ Matorrales mediterráneos pre-desérticos. Periplocion angustifoliae, Anthyllidetalia terniflorae. Formaciones arbustivas que constituyen junto a los matorrales halonitrófilos (15.724) y los matorrales gipsófilos (15.93), la mayor parte de la vegetación natural y seminatural de la zona árida del sureste de España (Almería, Murcia, Alicante), y altamente distintivas de esta región con una climatología, biología, y paisaje de carácter único dentro de Europa, extremadamente ricos en endemismos y disyunciones africanas. Varias de estas notables formaciones permanecen solo en unas pocas localidades no perturbadas y están sometidas a un riesgo importante. Formaciones similares aparecen en las zonas más áridas (árido Mediterráneo) del Norte de África. Comunidades marginales de este tipo se dan también en Sicilia, islas Egadi, Islas Pelagie, Malta y Pantelleria.8 Matorrales esclerófilos / 5330 Matorrales termomediterráneos, matorrales suculentos canarios (macaronésicos) 32.26 ¿ Retamares termo-mediterráneos Formaciones mediterráneo-occidentales dominadas por retamas (Lygos spp.) o por diferentes escobones de gran tamaño de los géneros Cytisus y Genista, limitadas a la Península Ibérica, Baleares, costa Mediterránea del Norte de África, Sicilia y archipiélagos relacionados y costa de Cilento en Campania.","0"
"54","Matorrales de tipo frigánico","",""
"5410","Matorrales de tipo frigánico del mediterráneo occidental de cumbres de acantilados (Astragalo-Plantaginetum subulatae)","Formaciones de matas esclerofilas termomediterráneas de porte almohadillado raras, extremadamente locales y aisladas, de las partes altas de los acantilados y áreas adyacentes distribuidas a lo largo de las costas, caracterizadas por la presencia de Astragalaus massiliensis o Anthyllis hermaniae, acompañadas de manera variable por Thymelaea hirsuta, Helichrysum italicum, Plantago subulata, Armeria ruscinonensis.","0"
"5430","Matorrales espinosos de tipo frigánico endémicos de Euphorbio-Verbascion","Formaciones almohadilladas esclerófilas del matorral termo-mediterráneo, en ocasiones espinosas y caducas en verano. Subtipos ? 33.4 - Friganas de altura media de Creta Formaciones variadas de los niveles supra- y oro-Mediterráneo de Creta que aparecen a partir del amplio contacto entre las friganas y los brezales en cojinete (32.7), incluyendo Euphorbia acanthothamnos, Verbascum spinosum, Berberis cretica, Phlomis cretica, Satureja biroi, Sideritis syriaca, Hypericum empetrifolia, Origanum microphyllum, Micromeria juliana, Helichrysum italicum ssp. microphyllum, Genista acanthoclada. ? 33.5 - Friganas de Hypericum Comunidades locales y extremadamente raras de arbustos hemiesféricos de Hypericum aegyptiacum, formando friganas litorales y abiertas sobre rocas calcáreas en las Islas Iónicas, el Occidente de Creta, Cerdeña y Lampedusa. ? 33.6 - Friganas Italianas de Sarcopoterium Formaciones muy locales y empobrecidas de Sarcopoterium spinosum del Capo Sant¿Elia (costa meridional de Cerdeña) y del golfo de Taranto (Publia, Calabria). ? 33.7 - Friganas Sardas de Genista acanthoclada Comunidades muy locales del Noroeste de Cerdeña dominadas por Genista acanthoclada ssp. sardoa. ? 33.8 - Friganas Baleares de cumbre de acantilados. Formaciones de cumbre de acantilados de Mallorca y Menorca dominadas por endemismos Baleares en cojinete, como Launaea cervicornis, Astragalus balearicus, Femeniasia balearica, Dorycnium fulgurans, Anthyllis hystrix, Teucrium marum. ? 33.9 - Friganas Cyrno-Sardas de Genista Formaciones termo-mediterráneas de brezales de Córcega y Cerdeña, dominadas por arbustos espinosos y en cojinete de Genista corsica o G. morisii. Estos endemismos se encuentran tanto en los brezales en cojinete (31.75) como en las formaciones costeras enumeradas aquí, presentando una fisonomía de tipo frigánico. Estas especies se encuentran también en formaciones de altura media, aunque con un aspecto menos diferenciado (32.482). ? 33.A - Friganas de Pantelleria Formaciones costeras con endemismos de la isla de Pantelleria (Suroeste de Sicilia), incluyendo Helichrysum saxatile ssp. errerae y Matthiola pulchella, especies vicariantes de las friganas de cumbre de acantilados del Mediterráneo occidental, Islas Baleares y Cerdeña.","0"
"6","Formaciones herbosas naturales y seminaturales","",""
"61","Prados naturales","",""
"6110","Prados calcáreos cársticos o basófilos del Alysso-Sedion albi (*)","Comunidades abiertas, pioneras y xerotermófilas de suelos superficiales calcáreos o básicos (sustratos volcánicobásicos), dominadas por plantas anuales y suculentas pertenecientes al Alysso-Sedion albi Oberdorfer & Müller in Müller 1961. Otras comunidades similares pueden desarrollarse en sustratos artificiales, sin embargo, éstas no deben ser tomadas en cuenta.","0"
"6140","Prados pirenaicos silíceos de Festuca eskia","Pastos mesófilos subalpinos y alpinos inferiores densos de Festuca eskia. Se desarrollan en pendientes umbrías y depresiones del terreno en los Pirineos y en la Cordillera Cantábrica junto con otras especies como Arnica montana, Ranunculus pyrenaeus, Selinum pyrenaeum, Trifolium alpinum, Campanula barbata, Gentiana punctata, Leucorchis albida y Phyteuma betonicifolium.","0"
"6160","Prados ibéricos silíceos de Festuca indigesta","Pastos de festucas termófilos, abiertos, dispuestos en fajas o gradas, de las cumbres o zonas superiores de las laderas de las altas montañas mediterráneas silíceas y que, localmente, se extienden al dominio Eurosiberiano en el piso subalpino (Festucetalia indigestae). Notas sobre la definición: El calificativo termófilo de la definición no parece muy apropiado, ya que se trata de comunidades de los termotipos criorotemplado y orotemplado submediterráneos, así como oro y crioromediterráneo, por lo tanto, de zonas muy frías de la alta montaña mediterránea o eurosiberiana con fuerte influencia mediterránea. En la región Eurosiberiana, estos pastos aparecen tanto en el termotipo subalpino (ahora orotemplado) como en el alpino (ahora criorotemplado), ambos con carácter submediterráneo. No obstante, dada la escasísima representación del criorotemplado en la subprovincia orocantábrica, la inmensa mayoría de su superficie corresponde al orotemplado (en los Pirineos, las comunidades vicariantes se incluyen en el orden Caricetalia curvulae). Como se justificará posteriormente, y siguiendo la propuesta del Atlas y Manual de los Hábitat de España (Rivas-Martínez & Penas, 2003), se incluyen también los cervunales adyacentes.","622.418.200"
"6170","Prados alpinos y subalpinos calcáreos","Pastos alpinos y subalpinos sobre suelos ricos en bases, con Dryas octopetala, Gentiana nivalis, Gentiana campestris, Alchemilla hoppeana, Alchemilla conjuncta, Alchemilla flabellata, Anthyllis vulneraria, Astragalus alpinus, Aster alpinus, Draba aizoides, Globularia nudicaulis, Helianthemum nummularium ssp. grandiflorum, Helianthemum oelandicum ssp. alpestre, Pulsatilla alpina ssp. alpina, Phyteuma orbiculare, Polygala alpestris (Pal. 36.41 to 36.43) de montañas tales como Alpes, Pirineos, Cárpatos y Escandinavia. También se incluyen los pastos alpinos y subalpinos (oromediterráneos) de las montañas más altas de Córcega (Pal. 36.37), y los pastos mesófilos, densos, que forman céspedes cortos del subalpino y alpino de los Apeninos meridionales y centrales, que se desarrollan localmente por encima del límite del bosque sobre sustratos calcáreos (Pal. 36.38). También se pueden incluir asociadas a las comunidades de manchas de nieve (por ejemplo, Arabidion coeruleae). Subtipos: Pal. 36.41 Pastos alpinos calcícolas densos y cerrados: Mesófilo, principalmente cerrado, vigoroso, a menudo pastados o segados, pastos sobre suelos profundos del subalpino y del nivel inferior del alpino de los Alpes, Pirineos, montañas de la peninsula de los Balcanes, y, localmente, de los Apeninos y el Jura. Pal. 36.42 Pastos crioturbados de crestones venteados: mesoxerófilos, más o menos cerrados, de Kobresia myosuroides (Elyna myosuroides) formados sobre suelos algo pedregosos, profundos, expuestos a fuertes vientos, en el subalpino y alpino de Alpes, Carpatos, Pirineos, Cordillera Cantábrica, Montes Escandinavos y, muy localmente, en los Abruzzi y en las montañas de la península de los Balcanes, con Oxytropis jacquinii, Oxytropis montana, Oxytropis pyrenaica, Oxytropis carinthiaca, Oxytropis foucaudii, Oxytropis halleri, Antennaria carpatica, Dryas octopetala, Draba carinthiaca, Draba siliquosa, Draba fladnizensis, Draba aizoides, Gentiana tenella, Erigeron uniflorus, Dianthus glacialis, Dianthus monspessulanus ssp. sternbergii, Potentilla nivea, Saussurea alpina, Geranium argenteum, Sesleria sphaerocephala, Carex atrata, Carex brevicollis, Carex foetida, Carex capillaris, Carex nigra, Carex curvula ssp. rosae y Carex rupestris. Los pastos escandinavos de Kobresia con Carex ruprestis quedan incluidos. Pal. 36.43 Pastos calcícolas en gradines: xero-termófilos, abiertos, pedregosos, pastos en gradines de los Alpes, Carpatos, Pirineos, montañas de la península Balcanica y de las montañas mediterráneas, con incursiones muy locales en el Jura. Pal. 36.37 Pastos Oro-Córsicos: pastos subalpinos (oro-mediterráneos) y alpinos de las altas montañas de Córcega. Pal. 36.38 Pastos Oro-Apeninos cerrados: mesófios, densos, formando céspedes cerrados del subalpino y alpino de los Apeninos centrales y meridionales, desarrollados localmente por encima del límite del bosque sobre sustratos calcáreos. Especies: Pal. 36.41 a 36.43 [Dryas octopetala, Gentiana nivalis, Gentiana campestris, Alchemilla hoppeana, Alchemilla conjuncta, Alchemilla flabellata, Anthyllis vulneraria, Astragalus alpinus, Aster alpinus, Draba aizoides, Globularia nudicaulis, Helianthemum nummularium] ssp. [grandiflorum, Helianthemum oelandicum] ssp[. alpestre, Pulsatilla alpina] ssp[. alpina, Phyteuma orbiculare, Astrantia major, Polygala alpestris]. Pal. 36.37 - [Plantago subulata] ssp. [insularis, Sagina pilifera, Armeria multiceps, Paronychia polygonifolia, Bellardiochloa violacea, Phleum brachysrachyum, Geum montanum, Sibbaldia procumbens, Veronica alpina]. Pal. 36.38 - [Festuca violacea] ssp. [macrathera, Trifolium thalii]. Nota adicional: Pal. 36.4 Pastos calcícolas alpinos y subalpinos (Elyno-Seslerietea). Pal. 36.44 Comunidades alpinas sobre sustratos ricos en metales pesados se incluyen en el tipo de hábitat 6130 Pastos de Calaminaria (Violetalia calaminariae).","1.623.718.100"
"62","Formaciones herbosas secas seminaturales y facies de matorral","",""
"6210","Prados secos semi-naturales y facies de matorral sobre sustratos calcáreos (Festuco-Brometalia)(*parajes con notables orquídeas)","Pastizales secos a semi-secos de la clase Festuco-Brometea sobre sustratos calcáreos. Este tipo de hábitat está formado, por un lado, por pastizales estépicos o subcontinentales (Festucetalia valesiacae) y, por el otro, por pastizales de las regiones más oceánicas y sub-mediterráneas (Brometalia erecti), en cualquier caso, debe hacerse una distinción entre los pastizales primarios del Xerobromion y los secundarios (semi-naturales) del Mesobromion con Bromus erectus, éste último caracterizado por su riqueza en orquídeas. Su abandono da lugar a matorrales termófilos con una etapa intermedia de herbazales de orlas y claros forestales (Trifolio-Geranietea). Los sitios importantes para las orquídeas deben considerarse cuando cumplan al menos alguno de los siguientes tres criterios: a) El sitio alberga una notable representación de orquídeas. b) El sitio alberga al menos una población de alguna orquídea considerada no muy común en el territorio nacional. c) El sitio alberga una o varias especies de orquídeas consideradas raras, muy raras o excepcionalmente raras en el territorio nacional.","479.598.800"
"6220","Zonas subestépicas de gramíneas y anuales del Thero-Brachypodietea (*)","Pastizales herbáceos xerófilos muy abiertos de gramíneas pequeñas y anuales propios de los pisos meso-termomediterráneo, comunidades terofíticas desarrolladas sobre suelos básicos y oligrotróficos, pero sobre todo en sustratos calcáreos. Comunidades perennes: Thero-Brachypodietea [Thero-Brachypodietalia, Thero-Brachypodion]. Poetea bulbosae [Astragalo-Poion bulbosae (basófila), Trifolio-Periballion (silicícola)]. Comunidades anuales: Tuberarietea guttatae Br.-Bl. 1952 em. Rivas-Martínez 1978 [Trachynietalia distachyae Rivas-Martínez 1978, Trachynion distachyae (calcófila), Sedo-Ctenopsion (gipsófila), Omphalodion commutatae (dolomíticola y silíco-basófila].","11.462.865.800"
"6230","Formaciones herbosas con Nardus, con numerosas especies, sobre sustratos silíceos de zonas montañosas (y de de zonas submontañosas de la Europa continental) (*)","Prados densos vivaces secos o mesofíticos dominados por Nardus sobre suelos silíceos en zonas basales atlánticas sub-atlánticas o boreales, zonas colina y montana del centro y norte de Europa y occidente ibérico. Vegetación altamente variada, aunque caracterizada por su cobertura continua. Nardetalia: Palaearctic 35.1-Violo-Nardion (Nardo-Galion saxatilis, Violion caninae), Palaearctic. 36.31-Nardion. La referencia a numerosas especies, deberían interpretarse como lugares con una importante riqueza de especies. Los subtipos del hábitat pertenecen a la alianza Nardion, que muestra una fuerte variabilidad regional: Alpes y Pirineos (Geomontani-Nardetum), Selva Negra (Leontodonto-Nardetum), Harz (Pulsatillo micranthaeNardetum), Bayerischer Wald (Lycopodio-Nardetum). En el Reino Unido, este tipo de hábitat cubre la mayoría de los sitios con riqueza de especies incluidos en los pastizales leñosos.","3.969.200"
"63","Bosques esclerófilos de pastoreo (dehesas)","",""
"6310","Dehesas perennifolias de Quercus spp.","Paisaje de la península Ibérica caracterizado por pastizales arbolados con un dosel de densidad variable compuesto por robles esclerófilos, sobre todo Q. ilex spp. ballota (Q. rotundifolia) y, en mucha menor medida, Q. suber, Q. ilex spp. ilex y Q. coccifera, en los que se intercalan pequeñas parcelas de cultivo de secano y manchas de matorral bajo o arborescente. La configuración sabanoide de arbolado y pasto herbáceo con manchas cultivadas e invadidas por matorral se mantiene mediante prácticas de gestión, cuyo objetivo es el aprovechamiento de la vegetación por ganado vacuno, ovino, caprino y/o porcino en régimen extensivo y, de modo alternativo o complementario, por ungulados silvestres como ciervos, Cervus elaphus, jabalíes Sus scrofa, gamos Dama dama o corzos Capreolus capreolus que son explotados cinegéticamente. Es un tipo de hábitat importante para las aves rapaces, incluyendo la amenazada y endémica águila imperial ibérica (Aquila adalberti), para las grullas comunes (Grus grus) y para el amenazado lince ibérico (*Lynx pardinus).","0"
"64","Prados húmedos seminaturales de hierbas altas","",""
"6410","Prados con molinias sobre sustratos calcáreos, turbosos o arcillo-limónicos (Molinion caeruleae)","Prados montanos que se desarrollan en suelos húmedos y pobres en nutrientes (nitrógeno y fósforo). Este tipo de hábitat resulta o del manejo extensivo de los prados con un corte tardío o, del deterioro de las turberas por drenaje de las mismas. Se distinguen dos subtipos: ? Pal. 37.311. Suelos de neutro-alcalinos a calcáreos con fluctuaciones de la capa freática, relativamente rico en especies. El suelo es turboso en veranos húmedos. Las especies características son las siguientes: Molinia caerulea, Dianthus superbus, Selinum carvifolia, Cirsium tuberosum, Colchicum autumnale, Inula salicina, Silaum silaus, Sanguisorba officinalis, Serratula tinctoria, Tetragonolobus maritimus. ? Pal. 37.312. Suelos más ácidos, que Pal. 37.311, de Junco-Molinion, excepto prados pobres en especies o en suelos turbosos degradados. Las especies características son las siguientes: Viola persiciflora, Viola palustris, Galium uliginosum, Cirsium dissectum, Crepis paludosa, Luzula multiflora, Juncus conglomeratus, Ophioglossum vulgatum, Inula britannica, Lotus uliginosus, Dianthus deltoides, Potentilla erecta, Potentilla anglica, Carex pallescens. Nota adicional: Los pastos de Juncus effusus/acutiflorus-Galium palustre y Molinia caerulea-Potentilla erecta están excluidos.","0"
"6420","Prados húmedos mediterráneos de hierbas altas del Molinion-Holoschoenion","Comunidades mediterráneas higrófilas de altas hierbas y juncos ampliamente distribuidas por parte de la cuenca Atlántica europea y por toda la Mediterránea, las Islas Canarias y que se extienden a lo largo de la costa del Mar Negro, especialmente en sistemas dunares.","899.496.300"
"6430","Megaforbios eutrofos hidrófilos de las orlas de llanura y de los pisos montano a alpino","Subtipos: 37.7 Comunidades de megaforbios de orla, higrófilas y nitrófilas, dispuestas a lo largo de cursos de agua y orlas forestales, pertenecientes a los ordenes Glechometalia hederaceae y Convolvuletalia sepium (Senecion fluviatilis, Aegopodion podagrariae, Convolvulion sepium, Filipendulion). 37.8 Comunidades de megaforbios higrófilas de los pisos montano a alpino de la clase Betulo-Adenostyletea. Nota adicional: Comunidades similares a 37.8 pero con un menor desarrollo, aparecen a altitudes más bajas a lo largo de ríos y bordes forestales. Las comunidades de orlas nitrófilas comprenden solo el borde, las especies comunes en la región no tienen prioridad de conservación. Estas comunidades de hierbas altas también pueden desarrollarse en prados húmedos, barbechos y prados no segados. Las amplias zonas de prados húmedos en barbecho y las comunidades neofitas (pioneras) con Helianthus tuberosus, Impatiens glandulifera no se deben considerar.","0"
"65","Prados mesófilos","",""
"6510","Prados pobres de siega de baja altitud (Alopecurus pratensis, Sanguisorba officinalis)","Prados ricos en especies, productores de heno, poco o moderadamente fertilizados, situados desde los pisos basales a los submontanos, y pertenecientes a las alianzas Arrhenatherion y Brachypodio-Centaureion nemoralis. Estos pastos extensivos son ricos en flores y no se siegan hasta la floración de las gramíneas y solamente una o dos veces al año.","194.020.300"
"6520","Prados de siega de montaña","Prados de siega mesófilos ricos en especies del piso montano y subalpino (sobre todo por encima de 600 m) generalmente dominados por Trisetum flavescens y con Heracleum sphondylium, Viola cornuta, Astrantia major, Carum carvi, Crepis mollis, C. pyrenaica, Polygonum bistorta, Silene dioica, S. vulgaris, Campanula glomerata, Salvia pratensis, Centaurea nemoralis, Anthoxanthum odoratum, Crocus albiflorus, Geranium phaeum, G. sylvaticum, Narcissus poeticus, Malva moschata, Valeriana repens, Trollius europaeus, Pimpinella major, Muscari botryoides, Lilium bulbiferum, Thlaspi caerulescens, Viola tricolor subsp. subalpina, Phyteuma halleri, P. orbiculare, Primula elatior, Chaerophyllum hirsutum y muchas otras.","0"
"7","Turberas altas, turberas bajas (Fens y Mires)  y áreas pantanosas","",""
"71","Turberas ácidas de esfagnos","",""
"7110","Turberas altas activas (*)","Turberas ácidas, ombrotróficas, pobres en nutrientes minerales, alimentadas por agua de lluvia con un nivel de agua en general más elevado que el de la capa freática del entorno, con vegetación perenne dominada por vistosos montículos de esfagnos que permiten el crecimiento de la turbera (Erico-Sphagnetalia magellanici, Scheuchzerietalia palustris p., Utricularietalia intermedio-minoris p., Caricetalia fuscae p.). El término ¿activas¿ quiere decir que todavía poseen un área significativa con vegetación formadora de turba, pero también incluye turberas donde la formación activa de turba se ha detenido temporalmente, como tras un incendio o durante un ciclo climático natural (por ejemplo, un período de sequía).","0"
"7130","Turberas de cobertura (* para las turberas activas)","Extensas comunidades o paisajes de turbera sobre superficies planas o en pendiente con mal drenaje superficial, en climas oceánicos de elevadas precipitaciones, características del oeste y norte del Reino Unido e Irlanda. A pesar de que puede haber un cierto flujo lateral de agua, las turberas de cobertor son mayoritariamente ombrotróficas. Con frecuencia cubren extensas áreas con rasgos topográficos superficiales que soportan diferentes comunidades vegetales (Erico-Sphagnetalia magellanici: Pleurozio pupuraea-Ericetum tetralicis, Vaccinio-Ericetum tetralicis p., Scheuchzerietalia palustris p., Utricularietalia intermedio-minoris p., Caricetalia fuscae p.). Los esfagnos juegan un papel importante en todas ellas pero el componente de ciperáceas es mayor que en las turberas elevadas.","0"
"7140","-Mires- de transición","Comunidades formadoras de turba en la superficie de aguas oligotróficas a mesotróficas, con características intermedias entre tipos solígenos y ombrógenos. Presentan un amplio y diverso rango de comunidades vegetales. En extensos sistemas turbosos, las comunidades más prominentes son praderas de herbáceas, fases flotantes o tremedales formados por ciperáceas de tamaño medio o pequeño, asociadas con esfagnos o musgos pardos. En general están acompañadas de comunidades acuáticas y anfibias. En la región Boreal este tipo de hábitat incluye tremedales (fens) minerotróficos que no son parte de un complejo turboso más extenso, pantanos abiertos, y pequeños tremedales en las zonas de transición entre aguas (lagos, charcas) y el suelo mineral. Estas turberas pertenecen a los órdenes fitosociológicos Scheuchzerietalia palustris (turbas flotantes oligotróficas entre otras) y Caricetalia fuscae (comunidades de tremedal). También incluye interfases tierra-agua oligotrófica con Carex rostrata.","0"
"7150","Depresiones sobre sustratos turbosos del Rhynchosporion","Comunidades pioneras altamente constantes sobre turba saturada expuesta o, en ocasiones, sobre arena, con Rhynchospora alba, R. fusca, Drosera intermedia, D. rotundifolia, Lycopodiella inundata, en áreas desnudas de turberas de cobertor o elevadas, pero también en superficies de brezales húmedos y turberas ombrotróficas (bogs) erosionadas de forma natural por agua o hielo, en zonas de surgencia y en la zona de fluctuación de charcos oligotróficos con sustrato arenoso ligeramente turboso. Estas comunidades son similares y están estrechamente relacionadas con las de depresiones someras de turberas ombrotróficas (bogs) y turberas de transición.","0"
"72","Áreas pantanosas calcáreas","",""
"7210","Turberas calcáreas del Cladium mariscus y con especies del Caricion davallianae (*)","1) Sustratos con Cladium mariscus en las zonas de emergencia de plantas de lagos, barbechos o etapas de sucesión de pastizales húmedos extensivos en contacto con la vegetación de Caricion davallianae u otras especies de Phragmition [Cladietum marisci (Allorge 1922) Zobrist 1935]. 2) Plantas: Cladium mariscus, #Kostelezkia pentacarpos. 3) Correspondencias: Clasificación del Reino Unido: ¿S2 Cladietum marisci¿, ¿S24 Peucedano-Phragmitetum australis¿, ¿S25 Phragmites australis-Eupatorium cannabinum fen¿, ¿M9 Carex rostrataCalliergon spp. mire¿, ¿M13 Schoenus nigricans-Juncus subnodulosus mire¿, ¿M14 Schoenus nigricans-Narthecium ossifragum mire¿, ¿M24 Molinia caerulea-Cirsium dissectum fen meadow¿, ¿SD14 Salix repens-Campylium stellatum de depresiones interdunares¿ y ¿SD15 Salix repens-Calliergon cuspidatum de depresiones interdunares¿. Clasificación alemana: ¿3804 Schneidenröhricht¿. Clasificación Nórdica: ¿3441a variante de Cladium mariscus¿. 4) En contacto con turberas calcáreas (7230), aunque también con turberas ácidas, pastizales húmedos extensivos, otros substratos con cañaverales y comunidades altas de cárices. 5) Sterner, R. (1926). Ölands växtvärld. Södra Kalmar län III. Hjalmar Appeltoffts Bokhandel, Kalmar, 237 pp.","0"
"7220","Manantiales petrificantes con formación de tuf (Cratoneurion) (*)","Manantiales de agua carbonatada con formación activa de travertinos o tobas calcáreas. Localizadas en diversos ambientes como bosques y zonas abiertas. Generalmente son de tamaño reducido (formaciones lineales o puntuales) y están dominados por briofitas (Cratoneurion commutati).","0"
